"id","room_code","room_id","room_title","kind","tool","name","source_status","content_status","source_path","runtime_path","placement_stage","placement_target","destination_layer","final_art_role","runtime_policy","review_gate","required_followup"
"harbormaster_office_generated_reference_grime_texture","R11","harbormaster_office","Harbormaster's Office","generated_reference","imagegen","grime texture","pending_source","missing","docs/art/reference/act_i/harbormaster_office/grime_texture.png","","reference_board","docs/art/reference/act_i/harbormaster_office","ReferenceBoard_harbormaster_office","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"harbormaster_office_generated_reference_ink_wash_edge_breakup","R11","harbormaster_office","Harbormaster's Office","generated_reference","imagegen","ink-wash edge breakup","pending_source","missing","docs/art/reference/act_i/harbormaster_office/ink_wash_edge_breakup.png","","reference_board","docs/art/reference/act_i/harbormaster_office","ReferenceBoard_harbormaster_office","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"harbormaster_office_generated_reference_palette_safe_mood_reference","R11","harbormaster_office","Harbormaster's Office","generated_reference","imagegen","palette-safe mood reference","pending_source","missing","docs/art/reference/act_i/harbormaster_office/palette_safe_mood_reference.png","","reference_board","docs/art/reference/act_i/harbormaster_office","ReferenceBoard_harbormaster_office","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"harbormaster_office_generated_reference_non_clickable_dressing_silhouettes","R11","harbormaster_office","Harbormaster's Office","generated_reference","imagegen","non-clickable dressing silhouettes","pending_source","missing","docs/art/reference/act_i/harbormaster_office/non_clickable_dressing_silhouettes.png","","reference_board","docs/art/reference/act_i/harbormaster_office","ReferenceBoard_harbormaster_office","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"harbormaster_office_interactive_layer_checklist_clerk","R11","harbormaster_office","Harbormaster's Office","interactive_layer","paintover","Checklist clerk","pending_source","missing","art/src/backgrounds/act_i/interactive_layers/harbormaster_office/checklistclerk.psd","game/rooms/harbormaster_office/props/checklistclerk.png","paintover_runtime_layer","game/rooms/harbormaster_office/props/checklistclerk.png","Interactive_harbormaster_office","separate clickable prop or wet/confession object layer","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export transparent runtime PNG, update import metadata only after hotspot map still validates"
"harbormaster_office_navigation_silhouette_sabine","R11","harbormaster_office","Harbormaster's Office","navigation_silhouette","paintover","Sabine","pending_source","missing","art/src/backgrounds/act_i/navigation_silhouettes/harbormaster_office/tosabine.psd","game/rooms/harbormaster_office/background/harbormaster_office_bg.png","paintover_navigation_readability","game/rooms/harbormaster_office/background/harbormaster_office_bg.png","Navigation_harbormaster_office","exit readability and walk-band silhouette support","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","paint into approved room pass or export exit visibility layer without moving coordinates"
"harbormaster_office_navigation_silhouette_grey_float","R11","harbormaster_office","Harbormaster's Office","navigation_silhouette","paintover","Grey Float","pending_source","missing","art/src/backgrounds/act_i/navigation_silhouettes/harbormaster_office/togreyfloat.psd","game/rooms/harbormaster_office/background/harbormaster_office_bg.png","paintover_navigation_readability","game/rooms/harbormaster_office/background/harbormaster_office_bg.png","Navigation_harbormaster_office","exit readability and walk-band silhouette support","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","paint into approved room pass or export exit visibility layer without moving coordinates"
"sabine_office_meshy_source_model_sabine_desk","R12","sabine_office","Sabine's Office","meshy_source_model","Meshy","Sabine desk","pending_source","missing","art/src/backgrounds/act_i/source_models/sabine_office/sabine_desk.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/sabine_office.blend","SourceModels_sabine_office","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"sabine_office_meshy_source_model_window_frame","R12","sabine_office","Sabine's Office","meshy_source_model","Meshy","window frame","pending_source","missing","art/src/backgrounds/act_i/source_models/sabine_office/window_frame.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/sabine_office.blend","SourceModels_sabine_office","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"sabine_office_meshy_source_model_persian_rug_plane","R12","sabine_office","Sabine's Office","meshy_source_model","Meshy","Persian rug plane","pending_source","missing","art/src/backgrounds/act_i/source_models/sabine_office/persian_rug_plane.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/sabine_office.blend","SourceModels_sabine_office","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"sabine_office_meshy_source_model_wrist_check_staging_chair","R12","sabine_office","Sabine's Office","meshy_source_model","Meshy","wrist-check staging chair","pending_source","missing","art/src/backgrounds/act_i/source_models/sabine_office/wrist_check_staging_chair.glb","","blender_helper_geometry","art/src/backgrounds/act_i/blockouts/sabine_office.blend","SourceModels_sabine_office","perspective and silhouette reference for paintover","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","append to blockout collection, render a greybox/reference pass, then repaint into final room art"
"sabine_office_generated_reference_grime_texture","R12","sabine_office","Sabine's Office","generated_reference","imagegen","grime texture","pending_source","missing","docs/art/reference/act_i/sabine_office/grime_texture.png","","reference_board","docs/art/reference/act_i/sabine_office","ReferenceBoard_sabine_office","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"sabine_office_generated_reference_ink_wash_edge_breakup","R12","sabine_office","Sabine's Office","generated_reference","imagegen","ink-wash edge breakup","pending_source","missing","docs/art/reference/act_i/sabine_office/ink_wash_edge_breakup.png","","reference_board","docs/art/reference/act_i/sabine_office","ReferenceBoard_sabine_office","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"sabine_office_generated_reference_palette_safe_mood_reference","R12","sabine_office","Sabine's Office","generated_reference","imagegen","palette-safe mood reference","pending_source","missing","docs/art/reference/act_i/sabine_office/palette_safe_mood_reference.png","","reference_board","docs/art/reference/act_i/sabine_office","ReferenceBoard_sabine_office","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"sabine_office_generated_reference_non_clickable_dressing_silhouettes","R12","sabine_office","Sabine's Office","generated_reference","imagegen","non-clickable dressing silhouettes","pending_source","missing","docs/art/reference/act_i/sabine_office/non_clickable_dressing_silhouettes.png","","reference_board","docs/art/reference/act_i/sabine_office","ReferenceBoard_sabine_office","texture, edge, lighting, or dressing reference only","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","extract usable ideas into paintover notes; do not trace layout or replace the room plate"
"sabine_office_interactive_layer_sabine_s_desk","R12","sabine_office","Sabine's Office","interactive_layer","paintover","Sabine's desk","pending_source","missing","art/src/backgrounds/act_i/interactive_layers/sabine_office/sabinedesk.psd","game/rooms/sabine_office/props/sabinedesk.png","paintover_runtime_layer","game/rooms/sabine_office/props/sabinedesk.png","Interactive_sabine_office","separate clickable prop or wet/confession object layer","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export transparent runtime PNG, update import metadata only after hotspot map still validates"
"sabine_office_navigation_silhouette_harbormaster","R12","sabine_office","Sabine's Office","navigation_silhouette","paintover","Harbormaster","pending_source","missing","art/src/backgrounds/act_i/navigation_silhouettes/sabine_office/toharbormaster.psd","game/rooms/sabine_office/background/sabine_office_bg.png","paintover_navigation_readability","game/rooms/sabine_office/background/sabine_office_bg.png","Navigation_sabine_office","exit readability and walk-band silhouette support","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","paint into approved room pass or export exit visibility layer without moving coordinates"
